generator,label,image,siglip_score,swin_score,npr_score,commfor_score,siglip_correct,swin_correct,npr_correct,commfor_correct
ADM,fake,338_adm_153.PNG,5.560715180763509e-06,0.00103256746660918,0.5157883167266846,0.9991742968559265,False,False,True,True
ADM,fake,811_adm_7.PNG,0.9849741458892822,0.0005157268024049699,1.0,0.9838976263999939,True,False,True,True
ADM,fake,983_adm_153.PNG,1.8631819330039434e-05,1.0966107311105588e-07,0.9999395608901978,0.9566695094108582,False,False,True,True
ADM,fake,719_adm_153.PNG,0.9982327222824097,0.9744394421577454,1.0,0.8977617025375366,True,True,True,True
ADM,fake,764_adm_85.PNG,0.0025217095389962196,0.05264856666326523,0.9264011979103088,0.03814854472875595,False,False,True,False
ADM,fake,622_adm_91.PNG,0.998917818069458,0.9945288300514221,1.0,0.9983680844306946,True,True,True,True
ADM,fake,913_adm_153.PNG,0.9999750852584839,7.287394964805571e-06,1.0,0.9849817752838135,True,False,True,True
ADM,fake,893_adm_153.PNG,0.9611074328422546,0.09031243622303009,1.0,0.99089515209198,True,False,True,True
ADM,fake,181_adm_7.PNG,1.504166630184045e-05,3.284296690253541e-05,0.9755697250366211,0.6561227440834045,False,False,True,True
ADM,fake,948_adm_153.PNG,0.00050091661978513,7.243282311719668e-07,0.42073872685432434,0.999560534954071,False,False,False,True
ADM,fake,649_adm_85.PNG,0.00014377331535797566,0.028426142409443855,0.9999996423721313,0.9995840191841125,False,False,True,True
ADM,fake,901_adm_34.PNG,0.9998005032539368,2.352905870139921e-09,1.0,0.5417601466178894,True,False,True,True
ADM,fake,524_adm_34.PNG,0.00015695301408413798,1.5160616158027551e-06,1.0,0.9997813105583191,False,False,True,True
ADM,fake,460_adm_85.PNG,0.011571350507438183,0.0004966069827787578,1.0,0.9946474432945251,False,False,True,True
ADM,fake,310_adm_7.PNG,0.9697218537330627,0.8694470524787903,1.0,0.9999984502792358,True,True,True,True
ADM,fake,823_adm_34.PNG,0.5612759590148926,0.999962568283081,1.0,0.9999939203262329,True,True,True,True
ADM,fake,93_adm_7.PNG,9.663232958700974e-06,0.3065267503261566,0.15443387627601624,0.2019401639699936,False,False,False,False
ADM,fake,185_adm_174.PNG,4.331334275775589e-05,0.42799311876296997,1.0,0.7146468162536621,False,False,True,True
ADM,fake,196_adm_85.PNG,3.676049527712166e-05,0.7138283848762512,1.0,0.9321985840797424,False,True,True,True
ADM,fake,575_adm_7.PNG,1.8228724002256058e-05,3.392122607692727e-06,0.0239019263535738,0.6751936674118042,False,False,False,True
ADM,fake,203_adm_153.PNG,4.950075890519656e-05,0.0939994752407074,0.9999992847442627,0.9999277591705322,False,False,True,True
ADM,fake,245_adm_91.PNG,0.34840840101242065,0.8614548444747925,1.0,0.9929671287536621,False,True,True,True
ADM,fake,115_adm_85.PNG,4.609550887835212e-05,5.401355883805081e-05,0.9754237532615662,0.9997839331626892,False,False,True,True
ADM,fake,546_adm_7.PNG,0.0007240311242640018,6.030757049302338e-06,0.9999094009399414,0.9993821382522583,False,False,True,True
ADM,fake,706_adm_174.PNG,0.001952206832356751,1.1840191291412339e-05,0.981351912021637,0.9999474287033081,False,False,True,True
ADM,fake,516_adm_91.PNG,0.0005210133967921138,0.06907030194997787,1.0,0.9999966621398926,False,False,True,True
ADM,fake,777_adm_7.PNG,0.9982994198799133,0.9999850988388062,1.0,0.9999839067459106,True,True,True,True
ADM,fake,440_adm_85.PNG,0.0008575901156291366,1.8466297433405998e-06,1.0,0.9999059438705444,False,False,True,True
ADM,fake,413_adm_34.PNG,0.0014469614252448082,0.9997363686561584,1.0,0.9975528120994568,False,True,True,True
ADM,fake,430_adm_7.PNG,0.0012076774146407843,1.8417529190628557e-07,1.0,0.9999980926513672,False,False,True,True
ADM,fake,726_adm_85.PNG,0.000313199358060956,4.6063203740231984e-07,1.0,0.1467839777469635,False,False,True,False
ADM,fake,99_adm_85.PNG,5.049646642873995e-05,0.018930641934275627,0.9732478260993958,0.005916481837630272,False,False,True,False
ADM,fake,782_adm_91.PNG,0.9992746710777283,0.16381961107254028,1.0,0.9999910593032837,True,False,True,True
ADM,fake,329_adm_7.PNG,0.00025646816357038915,4.173879642621614e-05,0.38288459181785583,0.10907440632581711,False,False,False,False
ADM,fake,82_adm_91.PNG,3.079277303186245e-05,0.0066977920942008495,0.1989840269088745,0.2673565447330475,False,False,False,False
ADM,fake,133_adm_7.PNG,0.9997662901878357,0.0006492076790891588,1.0,0.999303936958313,True,False,True,True
ADM,fake,914_adm_7.PNG,0.0035037698689848185,6.874039968352008e-07,1.0,0.9999967813491821,False,False,True,True
ADM,fake,649_adm_34.PNG,0.0002749210980255157,2.7693964511854574e-05,1.0,0.9999786615371704,False,False,True,True
ADM,fake,488_adm_153.PNG,0.000409106258302927,0.9994404911994934,1.0,0.999683141708374,False,True,True,True
ADM,fake,560_adm_91.PNG,0.00011618204734986648,0.02362464927136898,0.9238892793655396,0.9996428489685059,False,False,True,True
ADM,fake,770_adm_85.PNG,0.0023489356972277164,0.979454517364502,1.0,0.9999456405639648,False,True,True,True
ADM,fake,331_adm_153.PNG,0.0007505019893869758,0.9921650886535645,0.9998006224632263,0.9985914826393127,False,True,True,True
ADM,fake,215_adm_174.PNG,7.944513527036179e-06,0.004176778253167868,1.0,0.9997956156730652,False,False,True,True
ADM,fake,245_adm_174.PNG,3.359279389769654e-06,0.9908758401870728,0.916231095790863,0.988128125667572,False,True,True,True
ADM,fake,115_adm_174.PNG,0.005987983196973801,2.2956301108933985e-06,0.957123875617981,0.7818614840507507,False,False,True,True
ADM,fake,89_adm_174.PNG,0.00018488131172489375,0.9132322669029236,1.0,0.9988675117492676,False,True,True,True
ADM,fake,335_adm_34.PNG,0.9933178424835205,0.003056546440348029,0.9998492002487183,0.8249726891517639,True,False,True,True
ADM,fake,382_adm_174.PNG,1.1186185474798549e-05,0.999613344669342,0.9999918937683105,0.9763376116752625,False,True,True,True
ADM,fake,254_adm_153.PNG,0.00016617024084553123,0.18974711000919342,1.0,0.9997699856758118,False,False,True,True
ADM,fake,81_adm_34.PNG,3.230415313737467e-05,0.01978008635342121,0.9792143106460571,0.9943203926086426,False,False,True,True
ADM,fake,929_adm_85.PNG,0.0009113659616559744,0.2939620912075043,1.0,0.9999992847442627,False,False,True,True
ADM,fake,812_adm_174.PNG,0.9993630051612854,0.00033623704803176224,1.0,0.9999996423721313,True,False,True,True
ADM,fake,688_adm_153.PNG,0.00017797102918848395,0.9995194673538208,0.9999998807907104,0.9999979734420776,False,True,True,True
ADM,fake,684_adm_153.PNG,0.001302249263972044,1.3456963188218651e-06,1.0,0.9999762773513794,False,False,True,True
ADM,fake,572_adm_85.PNG,0.9995844960212708,0.36430782079696655,1.0,0.9999285936355591,True,False,True,True
ADM,fake,914_adm_153.PNG,0.9987671375274658,0.05313510820269585,1.0,0.9999910593032837,True,False,True,True
ADM,fake,777_adm_91.PNG,0.003231045324355364,1.7714586464379067e-09,1.0,0.9999806880950928,False,False,True,True
ADM,fake,901_adm_174.PNG,0.998432457447052,0.1654188632965088,1.0,0.9923641681671143,True,False,True,True
ADM,fake,265_adm_34.PNG,2.1436973838717677e-05,0.044444676488637924,0.9999998807907104,0.9996733665466309,False,False,True,True
ADM,fake,730_adm_91.PNG,0.0002142104203812778,0.009674583561718464,0.9827672243118286,0.9999996423721313,False,False,True,True
ADM,fake,196_adm_174.PNG,1.8542477846494876e-05,0.6556156873703003,1.0,0.9999426603317261,False,True,True,True
ADM,fake,799_adm_34.PNG,0.9987762570381165,0.987048327922821,1.0,0.9885922074317932,True,True,True,True
ADM,fake,885_adm_34.PNG,0.0025221919640898705,0.6281409859657288,1.0,0.999933123588562,False,True,True,True
ADM,fake,373_adm_7.PNG,0.00034474011044949293,0.7853842973709106,1.0,0.9998496770858765,False,True,True,True
ADM,fake,192_adm_85.PNG,1.3049821063759737e-05,0.01105036772787571,0.9998430013656616,0.9912078380584717,False,False,True,True
ADM,fake,173_adm_85.PNG,0.00012979273742530495,0.9844799637794495,1.0,0.9999572038650513,False,True,True,True
ADM,fake,588_adm_174.PNG,0.0008379342616535723,3.7196617341805904e-08,0.1503935605287552,0.09260999411344528,False,False,False,False
ADM,fake,88_adm_153.PNG,0.25280123949050903,4.759466719406191e-06,0.9791552424430847,0.9996680021286011,False,False,True,True
ADM,fake,601_adm_85.PNG,0.0009455906692892313,0.9998101592063904,1.0,0.9985721111297607,False,True,True,True
ADM,fake,432_adm_7.PNG,0.9928076267242432,0.8023456335067749,1.0,0.8654539585113525,True,True,True,True
ADM,fake,305_adm_174.PNG,0.0007509781280532479,0.04842608794569969,0.0020783590152859688,2.228888843092136e-05,False,False,False,False
ADM,fake,283_adm_85.PNG,0.9950114488601685,0.15149696171283722,1.0,0.9999979734420776,True,False,True,True
ADM,fake,416_adm_85.PNG,0.9976499676704407,0.8044824004173279,1.0,0.9739621877670288,True,True,True,True
ADM,fake,565_adm_91.PNG,0.0534052699804306,0.002416905015707016,0.19165819883346558,0.9999933242797852,False,False,False,True
ADM,fake,58_adm_153.PNG,0.0033511670771986246,0.19257892668247223,0.5623341202735901,0.987153947353363,False,False,True,True
ADM,fake,525_adm_34.PNG,7.187349547166377e-05,5.596396295004524e-05,0.20800690352916718,0.32596999406814575,False,False,False,False
ADM,fake,76_adm_85.PNG,5.613200119114481e-05,0.004385142121464014,0.0451614111661911,0.9143662452697754,False,False,False,True
ADM,fake,1_adm_85.PNG,0.9999145269393921,0.8592141270637512,1.0,0.9999980926513672,True,True,True,True
ADM,fake,89_adm_7.PNG,0.004209543578326702,0.9521766901016235,1.0,0.9999909400939941,False,True,True,True
ADM,fake,288_adm_91.PNG,0.000387157138902694,0.8926530480384827,1.0,0.9943916201591492,False,True,True,True
ADM,fake,716_adm_153.PNG,0.00010302614828106016,5.105826161866389e-08,1.0,0.9760569334030151,False,False,True,True
ADM,fake,174_adm_34.PNG,2.381243211857509e-05,0.00019527212134562433,0.0005183857283554971,0.004839132074266672,False,False,False,False
ADM,fake,190_adm_91.PNG,5.2124021749477834e-05,0.0003192815347574651,1.0,0.9997739195823669,False,False,True,True
ADM,fake,797_adm_91.PNG,0.00011224651098018512,0.20183397829532623,0.9999998807907104,0.9999886751174927,False,False,True,True
ADM,fake,94_adm_174.PNG,0.00039669297984801233,0.004353510215878487,1.0,0.9998852014541626,False,False,True,True
ADM,fake,682_adm_7.PNG,0.0037791116628795862,1.0863639232638889e-07,1.0,0.9925044775009155,False,False,True,True
ADM,fake,159_adm_153.PNG,0.9970595240592957,0.006981501821428537,0.9999659061431885,0.9991044402122498,True,False,True,True
ADM,fake,124_adm_85.PNG,0.0002812599122989923,0.0008163008606061339,0.9999827146530151,0.897983193397522,False,False,True,True
ADM,fake,603_adm_174.PNG,2.7170710382051766e-05,0.00010450848640175536,0.9702476859092712,0.9999845027923584,False,False,True,True
ADM,fake,334_adm_34.PNG,3.343318167026155e-05,3.977240339736454e-05,0.012700720690190792,0.6035332679748535,False,False,False,True
ADM,fake,683_adm_7.PNG,0.003703464986756444,3.279334578110138e-06,0.9683761596679688,0.9357916116714478,False,False,True,True
ADM,fake,446_adm_91.PNG,0.9999628067016602,0.000244801864027977,1.0,0.9999997615814209,True,False,True,True
ADM,fake,406_adm_174.PNG,0.00024909997591748834,9.707948578352443e-08,0.9999364614486694,0.9535073637962341,False,False,True,True
ADM,fake,282_adm_85.PNG,0.00024836076772771776,0.7173470854759216,1.0,0.9986856579780579,False,True,True,True
ADM,fake,982_adm_153.PNG,0.0008625768823549151,5.364180424294318e-07,1.0,0.9995653033256531,False,False,True,True
ADM,fake,226_adm_174.PNG,2.8776928957086056e-05,0.00019499173504300416,0.9968584775924683,0.9983704686164856,False,False,True,True
ADM,fake,772_adm_34.PNG,0.00042065762681886554,0.014106269925832748,0.5096052289009094,0.255188524723053,False,False,True,False
ADM,fake,301_adm_174.PNG,0.0026766187511384487,0.02942648157477379,1.0,0.9649816751480103,False,False,True,True
ADM,fake,694_adm_34.PNG,0.0003028807113878429,0.0014576405519619584,0.75308758020401,0.9359891414642334,False,False,True,True
ADM,fake,286_adm_7.PNG,4.621122570824809e-06,0.9991311430931091,0.6421221494674683,0.950849711894989,False,True,True,True
ADM,fake,734_adm_153.PNG,0.9984538555145264,0.5004717111587524,0.9999735355377197,0.9493448734283447,True,True,True,True
ADM,fake,6_adm_153.PNG,0.0027083158493041992,0.0010459746699780226,0.9979409575462341,0.8697974681854248,False,False,True,True
ADM,fake,134_adm_174.PNG,7.584840204799548e-05,0.12399943917989731,0.17773310840129852,0.45312315225601196,False,False,False,False
ADM,fake,967_adm_7.PNG,0.0007892561261542141,0.8658192753791809,1.0,0.9997908473014832,False,True,True,True
ADM,fake,864_adm_91.PNG,0.0007806285284459591,9.9141092505306e-05,0.9999806880950928,0.9610902667045593,False,False,True,True
ADM,fake,196_adm_153.PNG,2.071436756523326e-05,6.570862751686946e-05,1.0,0.999995231628418,False,False,True,True
ADM,fake,605_adm_153.PNG,0.006631471682339907,0.18055005371570587,1.0,0.9999879598617554,False,False,True,True
ADM,fake,344_adm_153.PNG,4.235747837810777e-06,0.03711621090769768,0.14070723950862885,0.026250705122947693,False,False,False,False
ADM,fake,535_adm_174.PNG,0.054355137050151825,0.0004056306497659534,1.0,0.9999067783355713,False,False,True,True
ADM,fake,32_adm_91.PNG,0.0007555629126727581,0.8365915417671204,0.9993392825126648,0.9924266338348389,False,True,True,True
ADM,fake,208_adm_174.PNG,3.7023951335868333e-06,2.120167209795909e-06,0.561905026435852,0.8856881260871887,False,False,True,True
ADM,fake,607_adm_153.PNG,0.9998175501823425,0.0003488173533696681,1.0,0.9996069073677063,True,False,True,True
ADM,fake,868_adm_7.PNG,0.9993979930877686,0.0035578468814492226,1.0,0.9999988079071045,True,False,True,True
ADM,fake,454_adm_85.PNG,0.0007211141637526453,1.8197461031377316e-05,0.575534999370575,0.7804678082466125,False,False,True,True
ADM,fake,450_adm_85.PNG,0.0009521603933535516,0.06595709174871445,1.0,0.9999758005142212,False,False,True,True
ADM,fake,365_adm_174.PNG,0.0014162914594635367,0.9997791647911072,1.0,0.9999842643737793,False,True,True,True
ADM,fake,148_adm_91.PNG,0.00041250031790696084,4.102177086906522e-08,1.0,0.999990701675415,False,False,True,True
ADM,fake,528_adm_85.PNG,0.000450899766292423,4.898205361314467e-07,0.9999998807907104,0.9981532692909241,False,False,True,True
ADM,fake,818_adm_91.PNG,0.9992555975914001,1.2255833325980348e-07,1.0,0.9998621940612793,True,False,True,True
ADM,fake,380_adm_174.PNG,7.196744991233572e-05,0.0034874489065259695,0.9998229146003723,0.9998466968536377,False,False,True,True
ADM,fake,870_adm_85.PNG,0.0013398086884990335,0.9998713731765747,1.0,0.9999873638153076,False,True,True,True
ADM,fake,455_adm_91.PNG,0.002771989442408085,1.6407501846060768e-07,1.0,0.994948148727417,False,False,True,True
ADM,fake,926_adm_153.PNG,0.0005988285993225873,0.0648551881313324,0.8022779822349548,0.9998282194137573,False,False,True,True
ADM,fake,379_adm_85.PNG,3.165585803799331e-05,8.214579429477453e-05,0.46367138624191284,0.790352463722229,False,False,False,True
ADM,fake,50_adm_91.PNG,0.99748295545578,0.0003841966681648046,0.17992553114891052,0.791522204875946,True,False,False,True
ADM,fake,417_adm_174.PNG,4.995448034605943e-05,2.2972170654611546e-07,1.0,0.9999830722808838,False,False,True,True
ADM,fake,193_adm_153.PNG,0.00023730946122668684,0.00024775860947556794,1.0,0.9089980721473694,False,False,True,True
ADM,fake,804_adm_7.PNG,0.0003586926613934338,0.5781148076057434,1.0,0.999855637550354,False,True,True,True
ADM,fake,977_adm_174.PNG,0.00010216785449301824,9.172015779768117e-06,1.0,0.6489337682723999,False,False,True,True
ADM,fake,459_adm_7.PNG,0.0018713119206950068,8.983835869003087e-05,1.0,0.999966025352478,False,False,True,True
ADM,fake,733_adm_153.PNG,0.00046353036304935813,4.62243115180172e-05,1.0,0.9999843835830688,False,False,True,True
ADM,fake,289_adm_153.PNG,0.0001557926880195737,1.41427790367743e-05,0.005625685676932335,0.08337262272834778,False,False,False,False
ADM,fake,554_adm_85.PNG,0.0007349523366428912,3.195329327354557e-06,0.301205575466156,0.008275521919131279,False,False,False,False
ADM,fake,72_adm_91.PNG,0.0025177509523928165,0.25565314292907715,1.0,0.9974457025527954,False,False,True,True
ADM,fake,789_adm_174.PNG,0.0006138143362477422,0.0004956634948030114,1.0,0.0636271983385086,False,False,True,False
ADM,fake,53_adm_34.PNG,0.00021514728723559529,0.9986976385116577,1.0,0.9948139190673828,False,True,True,True
ADM,fake,948_adm_7.PNG,0.003095990279689431,0.017303580418229103,0.5142914652824402,0.8691452145576477,False,False,True,True
ADM,fake,110_adm_91.PNG,0.9986479878425598,0.08437921851873398,1.0,0.9995065927505493,True,False,True,True
ADM,fake,817_adm_85.PNG,0.010770048946142197,0.004363759886473417,1.0,0.999811589717865,False,False,True,True
ADM,fake,721_adm_7.PNG,0.9991129040718079,0.9999544620513916,1.0,0.9940208792686462,True,True,True,True
ADM,fake,239_adm_7.PNG,2.7597467123996466e-05,0.25540250539779663,1.0,0.999994158744812,False,False,True,True
ADM,fake,574_adm_85.PNG,0.99974125623703,0.994495689868927,1.0,0.9999895095825195,True,True,True,True
ADM,fake,710_adm_153.PNG,0.0011073659406974912,0.00015289350994862616,0.5200278759002686,0.6984791159629822,False,False,True,True
ADM,fake,372_adm_153.PNG,8.426656677329447e-06,0.041709985584020615,0.26517775654792786,0.00035966854193247855,False,False,False,False
ADM,fake,463_adm_91.PNG,0.00018036596884485334,4.289357821107842e-05,0.9962905645370483,0.001507146400399506,False,False,True,False
ADM,fake,596_adm_85.PNG,0.992664635181427,0.06587343662977219,0.6405634880065918,0.8097540140151978,True,False,True,True
ADM,fake,384_adm_91.PNG,0.001386280287988484,0.06082061678171158,1.0,0.9999918937683105,False,False,True,True
ADM,fake,599_adm_34.PNG,0.0001561996468808502,0.11337567120790482,0.5809136629104614,0.6164695620536804,False,False,True,True
ADM,fake,636_adm_174.PNG,0.0015390693442896008,5.882632159170953e-09,1.0,0.4477824568748474,False,False,True,False
ADM,fake,253_adm_34.PNG,4.0181806980399415e-05,0.0058838012628257275,0.9995821118354797,0.005919357296079397,False,False,True,False
ADM,fake,395_adm_7.PNG,0.0011641646269708872,0.26952388882637024,1.0,0.9996015429496765,False,False,True,True
ADM,fake,543_adm_174.PNG,0.00017877975187730044,0.034969378262758255,1.0,0.47663822770118713,False,False,True,False
ADM,fake,497_adm_34.PNG,0.000994014204479754,2.5002709662658162e-06,0.9981544613838196,0.9992218017578125,False,False,True,True
ADM,fake,113_adm_7.PNG,0.005633124615997076,0.8368901610374451,1.0,0.8498115539550781,False,True,True,True
ADM,fake,107_adm_91.PNG,0.9998612403869629,5.8579531469149515e-05,1.0,0.5195868015289307,True,False,True,True
ADM,fake,284_adm_153.PNG,2.9182599519117502e-06,0.3557591736316681,0.1701388955116272,0.9893247485160828,False,False,False,True
ADM,fake,508_adm_7.PNG,0.0006311333272606134,4.675683271671005e-07,0.9859573841094971,0.999971866607666,False,False,True,True
ADM,fake,417_adm_91.PNG,0.0009051234810613096,0.03995486721396446,1.0,0.9999860525131226,False,False,True,True
ADM,fake,147_adm_153.PNG,0.00013077104813419282,4.947536581312306e-05,1.0,0.9939887523651123,False,False,True,True
ADM,fake,200_adm_34.PNG,4.293036454328103e-06,0.07687468826770782,0.9710391163825989,0.9825129508972168,False,False,True,True
ADM,fake,747_adm_7.PNG,0.6320841908454895,0.003837033873423934,1.0,0.9999997615814209,True,False,True,True
ADM,fake,196_adm_7.PNG,0.0006214547320269048,0.030630026012659073,0.9943094253540039,0.9723894000053406,False,False,True,True
ADM,fake,74_adm_174.PNG,0.0011408672435209155,0.0006415463285520673,1.0,0.9593272805213928,False,False,True,True
ADM,fake,871_adm_91.PNG,0.0002248579985462129,0.5250885486602783,0.9999914169311523,0.9998339414596558,False,True,True,True
